feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV554	Filtered	yes	-0.00949552171169078	0.00480885072507304	16	3	0.0683766220822645	0.189912181764135
ASV564	Filtered	yes	-0.00926308579173162	0.0046087217534453	16	3	0.0641189590894351	0.189912181764135
ASV603	Filtered	yes	-0.00639515649709899	0.00324677864636634	16	3	0.0689874024527114	0.189912181764135
ASV626	Filtered	yes	-0.00761027333035131	0.00378161143302819	16	3	0.0638224232525955	0.189912181764135
ASV636	Filtered	yes	-0.00669289091845113	0.00336213996696998	16	3	0.0664077774915054	0.189912181764135
ASV640	Filtered	yes	-0.00635293920555979	0.00315319316740554	16	3	0.0635522943962104	0.189912181764135
ASV641	Filtered	yes	-0.00651302517750931	0.00323174169141856	16	3	0.0634865994943822	0.189912181764135
ASV649	Filtered	yes	-0.0075452396075666	0.00383560582821922	16	3	0.0693054131471287	0.189912181764135
ASV681	Filtered	yes	-0.00843028131754406	0.00424666767240653	16	3	0.0670771148006466	0.189912181764135
ASV682	Filtered	yes	-0.00553202555101154	0.00279223470994473	16	3	0.0675586220242272	0.189912181764135
ASV693	Filtered	yes	-0.00599911263332065	0.00305761667032294	16	3	0.0699534937742452	0.189912181764135
ASV725	Filtered	yes	-0.00565172620229359	0.00277660889786238	16	3	0.0611882862755971	0.189912181764135
ASV730	Filtered	yes	-0.00664710853014888	0.00336898497606628	16	3	0.0685708768340773	0.189912181764135
ASV742	Filtered	yes	-0.00571623462529602	0.00285813445432199	16	3	0.0652893805095261	0.189912181764135
ASV751	Filtered	yes	-0.00529218553581034	0.00261125524411193	16	3	0.0621820250494729	0.189912181764135
ASV754	Filtered	yes	-0.00557311647649619	0.00278011980309197	16	3	0.0647388184059616	0.189912181764135
ASV759	Filtered	yes	-0.00513950062941497	0.00253952462499989	16	3	0.0625104381698248	0.189912181764135
ASV765	Filtered	yes	-0.00630013684367615	0.00321848783781997	16	3	0.0705309692389923	0.189912181764135
ASV808	Filtered	yes	-0.00511224689551096	0.0025439666019561	16	3	0.0641594830715397	0.189912181764135
ASV820	Filtered	yes	-0.00491295343549559	0.00246153572532482	16	3	0.0657788437217553	0.189912181764135
ASV837	Filtered	yes	-0.00444539109037897	0.00218240451567392	16	3	0.0610263618464553	0.189912181764135
ASV878	Filtered	yes	-0.00412787834753128	0.00203827142940461	16	3	0.062352605947745	0.189912181764135
ASV902	Filtered	yes	-0.00461666671386787	0.00229210910268776	16	3	0.0636228262936178	0.189912181764135
ASV971	Filtered	yes	-0.00355499599569705	0.00177359123848415	16	3	0.0647655484113398	0.189912181764135
ASV996	Filtered	yes	-0.00354138521806562	0.00175561740628179	16	3	0.0632730189899867	0.189912181764135
ASV1043	Filtered	yes	-0.00412004837292427	0.00207701256997508	16	3	0.0672616271924478	0.189912181764135
ASV1067	Filtered	yes	-0.00312154007191597	0.00158884542305298	16	3	0.0696199895558735	0.189912181764135
ASV1168	Filtered	yes	-0.00303051367760924	0.00148115622094937	16	3	0.0600135635164473	0.189912181764135
ASV417	Filtered	yes	-0.0107939485192946	0.00552902694588083	16	3	0.0712043832217392	0.190949903950009
ASV518	Filtered	yes	-0.010138878945965	0.00519892405749286	16	3	0.0714682443974744	0.190949903950009
ASV124	Filtered	yes	-0.0341035692799181	0.0175136135008084	16	4	0.0718474969312483	0.191224876447784
ASV404	Filtered	yes	-0.0119330448278115	0.00613772110280834	16	3	0.0722441054406022	0.191543758486194
ASV280	Filtered	yes	-0.0131721508559291	0.00680208476065089	16	3	0.0732590194669293	0.192477819535121
ASV326	Filtered	yes	-0.0135547487827097	0.00699874132487478	16	3	0.0732255035123068	0.192477819535121
ASV433	Filtered	yes	-0.00917203670237734	0.00473960827738378	16	3	0.0734308444469247	0.192477819535121
ASV282	Filtered	yes	-0.0141532509109843	0.00737357792726799	16	3	0.0755419743648796	0.197264325511308
ASV99	Filtered	yes	-0.0284591728129157	0.0148704333007297	16	3	0.0763128033052075	0.19803752063787
ASV337	Filtered	yes	-0.0129490420257459	0.00677599395607832	16	3	0.0766966120389439	0.19803752063787
ASV356	Filtered	yes	-0.00954797099507778	0.00499408522042655	16	3	0.0765811601713376	0.19803752063787
ASV363	Filtered	yes	-0.0102122936371696	0.00535803840125364	16	3	0.0773940536379844	0.199095483708124
ASV787	Filtered	yes	-0.00487747329612884	0.0025629754310269	16	3	0.077801356115668	0.199401994192749
ASV43	Filtered	yes	-0.0070730903755339	0.00374310120635586	16	6	0.0796945729719837	0.199729886661694
ASV286	Filtered	yes	-0.0123407527409853	0.00651640944680849	16	5	0.0791028174528	0.199729886661694
ASV346	Filtered	yes	-0.0107150809459073	0.00567513182208441	16	3	0.0799170255721717	0.199729886661694
ASV439	Filtered	yes	-0.0122520082021116	0.00648993425608928	16	4	0.0799496800654469	0.199729886661694
ASV586	Filtered	yes	-0.0077251562642732	0.00408683220852641	16	3	0.0796059611549296	0.199729886661694
ASV779	Filtered	yes	-0.00602861739486646	0.00319110561797982	16	3	0.0797573284631412	0.199729886661694
ASV861	Filtered	yes	-0.00421056345907622	0.00221637867291968	16	3	0.078263470759186	0.199729886661694
ASV795	Filtered	yes	-0.00581422776786976	0.00308563616150261	16	3	0.0804603408742149	0.200282575125744
ASV130	Filtered	yes	-0.0292239123361232	0.0155392329293569	16	3	0.0809848032939623	0.200715664698682
ASV180	Filtered	yes	-0.0178894525095871	0.00956552492264483	16	3	0.0825102328318674	0.200715664698682
ASV191	Filtered	yes	-0.0209794256266483	0.011243245668112	16	3	0.0831367339418736	0.200715664698682
ASV311	Filtered	yes	-0.0115222544968476	0.0061626711047	16	3	0.0825861555474063	0.200715664698682
ASV317	Filtered	yes	-0.00810708344022606	0.00432365558940876	16	3	0.0817989326083031	0.200715664698682
ASV338	Filtered	yes	-0.0150772381602257	0.00807857310445999	16	4	0.0830824786823416	0.200715664698682
ASV476	Filtered	yes	-0.00876589322078528	0.0047045571513315	16	3	0.0835348431115903	0.200715664698682
ASV546	Filtered	yes	-0.0108460319211199	0.00578274579998833	16	4	0.0817212671067016	0.200715664698682
ASV901	Filtered	yes	-0.00467496205294753	0.00250837033536015	16	3	0.0834652675162618	0.200715664698682
ASV1080	Filtered	yes	-0.00353791145486482	0.00189784526330328	16	3	0.0834016462858627	0.200715664698682
ASV444	Filtered	yes	-0.0140113946626433	0.00755605662167095	16	3	0.0848763281146844	0.201842045523265
ASV736	Filtered	yes	-0.00540800534880295	0.00291490604701684	16	3	0.084730492539187	0.201842045523265
ASV784	Filtered	yes	-0.00448289029524624	0.00241755059713153	16	3	0.0848786636521244	0.201842045523265
ASV97	Filtered	yes	-0.0390749074090129	0.021100571444586	16	4	0.085252197918354	0.202036030683222
ASV5	Filtered	yes	0.136258978598003	0.0765639740304717	16	16	0.0968371115775881	0.203055793054162
ASV7	Filtered	yes	-0.193962803527298	0.110102872069811	16	16	0.0999405207213454	0.203055793054162
ASV14	Filtered	yes	-0.117108595721153	0.0647814807790487	16	16	0.0921735920847366	0.203055793054162
ASV18	Filtered	yes	-0.0814822699122652	0.0545580381914571	16	10	0.157499549262916	0.203055793054162
ASV48	Filtered	yes	-0.0164047910601313	0.00972258665689183	16	3	0.113691948247329	0.203055793054162
ASV58	Filtered	yes	-0.0532756124814501	0.0302122266404183	16	5	0.0996391371542926	0.203055793054162
ASV63	Filtered	yes	-0.0287265488419816	0.0166439901174607	16	8	0.106349619703001	0.203055793054162
ASV65	Filtered	yes	-0.0317449719376213	0.0187439199107633	16	5	0.11246047728434	0.203055793054162
ASV69	Filtered	yes	-0.0323192935609722	0.0176165554986965	16	6	0.0879015654618189	0.203055793054162
ASV94	Filtered	yes	-0.0435955947421183	0.0242209049166829	16	9	0.0934541249683999	0.203055793054162
ASV112	Filtered	yes	-0.00368312487948009	0.00253430069108841	16	2	0.168184219295455	0.203055793054162
ASV120	Filtered	yes	-0.033216118070378	0.0181984916772745	16	4	0.089374279109526	0.203055793054162
ASV121	Filtered	yes	-0.0201240415971936	0.0135138868091757	16	3	0.158630284687661	0.203055793054162
ASV127	Filtered	yes	-0.00608890308525434	0.00399462949147632	16	2	0.149708059930905	0.203055793054162
ASV136	Filtered	yes	-0.032156027575522	0.0192118317801502	16	5	0.116363689612515	0.203055793054162
ASV137	Filtered	yes	-0.0218248216418175	0.0121514548326568	16	8	0.0940892927243338	0.203055793054162
ASV138	Filtered	yes	-0.0347708630223046	0.0200259241831109	16	7	0.104455516797825	0.203055793054162
ASV140	Filtered	yes	-0.0256332079911855	0.0176722751117301	16	2	0.168960085589191	0.203055793054162
ASV146	Filtered	yes	-0.0170752313727496	0.0104932116522353	16	6	0.125969871349511	0.203055793054162
ASV152	Filtered	yes	-0.0154491069678108	0.0105510244035523	16	5	0.165223191110637	0.203055793054162
ASV156	Filtered	yes	-0.0194919266646379	0.0108502350563939	16	3	0.0940255184365906	0.203055793054162
ASV159	Filtered	yes	-0.0016643770223332	0.00109977707325557	16	2	0.152428464742326	0.203055793054162
ASV161	Filtered	yes	-0.0174790659088986	0.0106798279163775	16	3	0.123978813047098	0.203055793054162
ASV162	Filtered	yes	-0.00451013217981594	0.00296019197821646	16	2	0.149876089969723	0.203055793054162
ASV165	Filtered	yes	-0.01633966547972	0.0109630080039684	16	2	0.158292776820349	0.203055793054162
ASV169	Filtered	yes	-0.0190557142386331	0.0106648024165512	16	5	0.0956364906635906	0.203055793054162
ASV171	Filtered	yes	-0.00448373815443166	0.00298211491616533	16	2	0.154919453808055	0.203055793054162
ASV172	Filtered	yes	-0.0276038126473734	0.0170453362451852	16	3	0.127653212890487	0.203055793054162
ASV177	Filtered	yes	-0.0214334797830307	0.0142885936336329	16	2	0.155814747246182	0.203055793054162
ASV185	Filtered	yes	-0.0148278524867142	0.00977180763432307	16	2	0.15141625275634	0.203055793054162
ASV186	Filtered	yes	-0.0158126410859153	0.00969551911523454	16	5	0.125190004088389	0.203055793054162
ASV189	Filtered	yes	-0.0213551765423791	0.0142150235741537	16	2	0.155237721605918	0.203055793054162
ASV197	Filtered	yes	-0.0158559415101505	0.00921809900524755	16	3	0.10743396809999	0.203055793054162
ASV199	Filtered	yes	-0.0211247974188388	0.0138316342028502	16	2	0.148964031515103	0.203055793054162
ASV201	Filtered	yes	-0.0157357496430802	0.00911646569218396	16	3	0.106324018640804	0.203055793054162
ASV203	Filtered	yes	-0.0202281106632118	0.0119493050843829	16	3	0.112613001816903	0.203055793054162
ASV209	Filtered	yes	-0.0218568222866761	0.0130736038256386	16	3	0.116750023123893	0.203055793054162
ASV210	Filtered	yes	-0.0143174568820392	0.00888631381244231	16	3	0.129448825464757	0.203055793054162
ASV212	Filtered	yes	-0.0150968723361121	0.00905441750150979	16	5	0.117649500309193	0.203055793054162
ASV219	Filtered	yes	-0.0100656210068709	0.00678973986054349	16	2	0.160371732947431	0.203055793054162
ASV220	Filtered	yes	-0.020683309934235	0.0126386058025096	16	3	0.124005109189285	0.203055793054162
ASV228	Filtered	yes	-0.0130111505298955	0.0086023645722786	16	2	0.15264699796031	0.203055793054162
ASV232	Filtered	yes	-0.0130551710327197	0.00796407889047541	16	5	0.123428767988138	0.203055793054162
ASV238	Filtered	yes	-0.0186007311976787	0.0122736056224818	16	3	0.151893400089015	0.203055793054162
ASV240	Filtered	yes	-0.0121718917802323	0.00832712310932841	16	2	0.165900531818394	0.203055793054162
ASV241	Filtered	yes	-0.0123670331427135	0.00818389673651418	16	2	0.152991465008513	0.203055793054162
ASV244	Filtered	yes	-0.0118090241291454	0.00793035785286233	16	2	0.158642510685962	0.203055793054162
ASV250	Filtered	yes	-0.0128193338973258	0.00769487515144666	16	3	0.117930122945173	0.203055793054162
ASV251	Filtered	yes	-0.017495290586252	0.0103303778796735	16	5	0.112467710056779	0.203055793054162
ASV253	Filtered	yes	-0.0148180132951356	0.00821257797869802	16	3	0.0927342383939222	0.203055793054162
ASV261	Filtered	yes	-0.0032939747289968	0.0021591832094728	16	2	0.14938799607595	0.203055793054162
ASV264	Filtered	yes	-0.0166393331171202	0.010930797039059	16	2	0.150211513034292	0.203055793054162
ASV265	Filtered	yes	-0.0110737526049255	0.00739367304777933	16	3	0.156407110313907	0.203055793054162
ASV268	Filtered	yes	-0.0109781267013725	0.00734633009011829	16	2	0.157274232360762	0.203055793054162
ASV273	Filtered	yes	-0.0110253848500643	0.00723281054986991	16	2	0.14968709269769	0.203055793054162
ASV281	Filtered	yes	-0.0118357605153727	0.00703701218879095	16	3	0.114743679284117	0.203055793054162
ASV284	Filtered	yes	-0.015838003925076	0.00992120034440171	16	4	0.132723062798251	0.203055793054162
ASV287	Filtered	yes	-0.0107518418865933	0.00704105947122352	16	2	0.149028422942108	0.203055793054162
ASV290	Filtered	yes	-0.0107085703520264	0.00706713720184568	16	2	0.151954573623543	0.203055793054162
ASV293	Filtered	yes	-0.0167299050992252	0.00980210044290142	16	3	0.109937959591002	0.203055793054162
ASV316	Filtered	yes	-0.00955062332166586	0.00633906606933445	16	2	0.154133974198818	0.203055793054162
ASV318	Filtered	yes	-0.0143359327850552	0.00924422650859642	16	4	0.143256422935682	0.203055793054162
ASV319	Filtered	yes	-0.00959326982280789	0.00628725236434976	16	2	0.149322842435706	0.203055793054162
ASV327	Filtered	yes	-0.00919228869275829	0.00635410017070096	16	2	0.170006471931227	0.203055793054162
ASV330	Filtered	yes	-0.00933493428489722	0.0061185226228078	16	2	0.149358521578867	0.203055793054162
ASV332	Filtered	yes	-0.0091074714499277	0.00602657954518868	16	2	0.152972549513544	0.203055793054162
ASV335	Filtered	yes	-0.00911435558342272	0.00598657850745131	16	2	0.150156472212361	0.203055793054162
ASV342	Filtered	yes	-0.012780212712999	0.00866386353995058	16	2	0.162313546353541	0.203055793054162
ASV351	Filtered	yes	-0.00867719554311412	0.00584142385760148	16	2	0.159589886495707	0.203055793054162
ASV353	Filtered	yes	-0.0125121974657903	0.0083914809202911	16	2	0.158131000494952	0.203055793054162
ASV358	Filtered	yes	-0.01150658002972	0.00709127794576055	16	3	0.126962139689293	0.203055793054162
ASV359	Filtered	yes	-0.0119052867453439	0.00801175373629287	16	2	0.15945431361463	0.203055793054162
ASV360	Filtered	yes	-0.0115060893607406	0.00686068909755776	16	3	0.115698393371358	0.203055793054162
ASV367	Filtered	yes	-0.0123077246436779	0.00808593664690782	16	2	0.150243434650699	0.203055793054162
ASV369	Filtered	yes	-0.00822956150478005	0.00547596971628419	16	2	0.155096279014659	0.203055793054162
ASV380	Filtered	yes	-0.00820638657701573	0.00537481549140626	16	2	0.149077414347019	0.203055793054162
ASV388	Filtered	yes	-0.0113034002595427	0.00655255594952238	16	3	0.106516537727021	0.203055793054162
ASV400	Filtered	yes	-0.00768420189065044	0.0050582345839504	16	2	0.150982585976776	0.203055793054162
ASV403	Filtered	yes	-0.0110154838507748	0.00723113534805854	16	2	0.149939008343311	0.203055793054162
ASV405	Filtered	yes	-0.0113481750575571	0.00740375535565355	16	3	0.14761758998917	0.203055793054162
ASV409	Filtered	yes	-0.00898356399246687	0.00531737294622326	16	3	0.113264911111635	0.203055793054162
ASV411	Filtered	yes	-0.0110083097057707	0.00740629520577646	16	2	0.159358342926924	0.203055793054162
ASV419	Filtered	yes	-0.0110333406592976	0.00723596758252114	16	2	0.149579499383989	0.203055793054162
ASV420	Filtered	yes	-0.0109557620628991	0.00723965594569792	16	2	0.152448090318396	0.203055793054162
ASV422	Filtered	yes	-0.00752000256917686	0.00493390060942941	16	2	0.149738469200392	0.203055793054162
ASV423	Filtered	yes	-0.00756290344366193	0.0049517429197034	16	2	0.148954132422954	0.203055793054162
ASV425	Filtered	yes	-0.00858140300024731	0.00474300931925458	16	3	0.0919259423339406	0.203055793054162
ASV429	Filtered	yes	-0.0109429802735792	0.00719685922453381	16	2	0.150639849412217	0.203055793054162
ASV430	Filtered	yes	-0.010790403467296	0.00716150749577705	16	2	0.154110368772065	0.203055793054162
ASV434	Filtered	yes	-0.0105971573927627	0.00712927626670801	16	2	0.159336605393025	0.203055793054162
ASV449	Filtered	yes	-0.00691767802358851	0.00472135557247666	16	2	0.164964712704752	0.203055793054162
ASV451	Filtered	yes	-0.00483550878789642	0.00317895392895824	16	2	0.150495694837976	0.203055793054162
ASV452	Filtered	yes	-0.00715076081857826	0.00477976902230274	16	2	0.156841162176959	0.203055793054162
ASV456	Filtered	yes	-0.00712833749659706	0.00469118009894434	16	2	0.150889760708312	0.203055793054162
ASV461	Filtered	yes	-0.00800999440944291	0.00478461156005191	16	3	0.116293016970721	0.203055793054162
ASV480	Filtered	yes	-0.00670905433401104	0.00442040774301754	16	2	0.15133267355124	0.203055793054162
ASV484	Filtered	yes	-0.00448843718793925	0.0030736461266589	16	2	0.166284205496582	0.203055793054162
ASV485	Filtered	yes	-0.00665249655880037	0.00440180350281186	16	2	0.152948770702415	0.203055793054162
ASV486	Filtered	yes	-0.0107925344911268	0.0060176421448934	16	3	0.0945178552566784	0.203055793054162
ASV487	Filtered	yes	-0.0122459629472495	0.00745837746801401	16	3	0.122873223319376	0.203055793054162
ASV501	Filtered	yes	-0.00644690736012651	0.00425378709515126	16	2	0.151877795446898	0.203055793054162
ASV504	Filtered	yes	-0.00651000400003341	0.00426859262849344	16	2	0.14950463263432	0.203055793054162
ASV511	Filtered	yes	-0.00623977544160902	0.0041020326175867	16	2	0.150485314534993	0.203055793054162
ASV515	Filtered	yes	-0.00624640244605293	0.0040919683371494	16	2	0.14915616404027	0.203055793054162
ASV521	Filtered	yes	-0.00617695347360656	0.00408392848443359	16	2	0.152648450138604	0.203055793054162
ASV527	Filtered	yes	-0.0090247363781582	0.00574012221716216	16	3	0.138220389384953	0.203055793054162
ASV529	Filtered	yes	-0.00577053063114786	0.00390135969066139	16	2	0.161258020516727	0.203055793054162
ASV534	Filtered	yes	-0.0109723879753084	0.00599865833291389	16	4	0.0887552878950001	0.203055793054162
ASV535	Filtered	yes	-0.0057806203908387	0.00388150095146042	16	2	0.15859475899048	0.203055793054162
ASV545	Filtered	yes	-0.00581881922478006	0.00387738473158508	16	2	0.155644147599291	0.203055793054162
ASV548	Filtered	yes	-0.00572710153961518	0.00385845326783424	16	2	0.159893241005055	0.203055793054162
ASV549	Filtered	yes	-0.00260327374849067	0.00171130903599455	16	2	0.150466535212524	0.203055793054162
ASV551	Filtered	yes	-0.0065165787451488	0.0037139839121699	16	3	0.10117718840871	0.203055793054162
ASV552	Filtered	yes	-0.00568771206552698	0.00375157123045788	16	2	0.151747644115175	0.203055793054162
ASV561	Filtered	yes	-0.00558448460471946	0.00367561922982877	16	2	0.150936511149869	0.203055793054162
ASV565	Filtered	yes	-0.00610306093212186	0.0035423714548133	16	3	0.10691657312044	0.203055793054162
ASV569	Filtered	yes	-0.00557153456501534	0.0036866621528913	16	2	0.152959762054014	0.203055793054162
ASV570	Filtered	yes	-0.00555407112191894	0.00364150757189465	16	2	0.149475366900134	0.203055793054162
ASV572	Filtered	yes	-0.00747372917115503	0.00493766990952226	16	3	0.152368633390629	0.203055793054162
ASV574	Filtered	yes	-0.00759837274501164	0.00481604940142302	16	3	0.136952344998781	0.203055793054162
ASV575	Filtered	yes	-0.00548742642859437	0.00359271334249102	16	2	0.148940529821159	0.203055793054162
ASV577	Filtered	yes	-0.00685663426305566	0.00464249712972246	16	2	0.161833802689148	0.203055793054162
ASV578	Filtered	yes	-0.00537724727324554	0.00361247106793371	16	2	0.158790273027459	0.203055793054162
ASV579	Filtered	yes	-0.00538718290325362	0.00353821836383839	16	2	0.150130520101701	0.203055793054162
ASV580	Filtered	yes	-0.00537339370761121	0.00352170375106091	16	2	0.149331463346059	0.203055793054162
ASV581	Filtered	yes	-0.0052580709459048	0.00349192231958377	16	2	0.154349509701269	0.203055793054162
ASV582	Filtered	yes	-0.00535450585864123	0.00354437607836321	16	2	0.153101934866507	0.203055793054162
ASV583	Filtered	yes	-0.0052440484040271	0.00349173161458261	16	2	0.155352405541661	0.203055793054162
ASV584	Filtered	yes	-0.00533120761372301	0.00349850705189962	16	2	0.149812188009205	0.203055793054162
ASV585	Filtered	yes	-0.00519264827221283	0.00359073476215162	16	2	0.170157118152761	0.203055793054162
ASV589	Filtered	yes	-0.0041280824391544	0.0027593062306535	16	2	0.156838393735092	0.203055793054162
ASV595	Filtered	yes	-0.0051658390220573	0.00338185251466362	16	2	0.148905772800932	0.203055793054162
ASV596	Filtered	yes	-0.00508228845697981	0.00336680055169002	16	2	0.153398680670579	0.203055793054162
ASV602	Filtered	yes	-0.00510473920808836	0.00336427799840173	16	2	0.151435189266143	0.203055793054162
ASV609	Filtered	yes	-0.00503407550108038	0.00332499869390438	16	2	0.152269649276309	0.203055793054162
ASV614	Filtered	yes	-0.00500101858675728	0.00327394294072653	16	2	0.148904768431365	0.203055793054162
ASV615	Filtered	yes	-0.00500676684496758	0.00327952727405253	16	2	0.149114124829459	0.203055793054162
ASV616	Filtered	yes	-0.00718813733968396	0.00479761017408602	16	2	0.156268076145735	0.203055793054162
ASV617	Filtered	yes	-0.00562814257991082	0.00368731025858176	16	2	0.149192880867084	0.203055793054162
ASV618	Filtered	yes	-0.00663672104168849	0.00441710235998044	16	2	0.155184241258084	0.203055793054162
ASV619	Filtered	yes	-0.00494092638973012	0.00330008568570659	16	2	0.156541384397821	0.203055793054162
ASV620	Filtered	yes	-0.00494004267671454	0.00324202793799356	16	2	0.14983732494309	0.203055793054162
ASV627	Filtered	yes	0.00411489358873867	0.00269458147212377	16	2	0.149008954459583	0.203055793054162
ASV629	Filtered	yes	-0.00483552658360122	0.00316835575393772	16	2	0.149232455525397	0.203055793054162
ASV630	Filtered	yes	-0.00462786912186922	0.00314901141302645	16	2	0.163775410753668	0.203055793054162
ASV637	Filtered	yes	-0.00646716147144072	0.00428214361652805	16	2	0.153213620174914	0.203055793054162
ASV638	Filtered	yes	-0.00449392146729273	0.00310782871743491	16	2	0.170191271634991	0.203055793054162
ASV647	Filtered	yes	-0.00465932545300589	0.00315856904493499	16	2	0.162307967121413	0.203055793054162
ASV652	Filtered	yes	-0.00451983273504169	0.00310030278536099	16	2	0.16694272084697	0.203055793054162
ASV654	Filtered	yes	-0.00461513819940714	0.00302136980705637	16	2	0.148910439700965	0.203055793054162
ASV657	Filtered	yes	-0.00485900839698928	0.00329220226449958	16	2	0.162102203134205	0.203055793054162
ASV659	Filtered	yes	-0.00614045336006109	0.00419602904080708	16	2	0.165447253442956	0.203055793054162
ASV660	Filtered	yes	-0.00435540395319857	0.00285287211860791	16	2	0.149114111166209	0.203055793054162
ASV667	Filtered	yes	-0.00506731924934264	0.00283803547622738	16	3	0.0958521510782058	0.203055793054162
ASV680	Filtered	yes	-0.00531791585446237	0.00354264421833717	16	2	0.155539799951664	0.203055793054162
ASV686	Filtered	yes	-0.00642253209299522	0.00420834670162081	16	2	0.149245537584667	0.203055793054162
ASV687	Filtered	yes	-0.00706687032650456	0.00462670841825951	16	2	0.148932852925786	0.203055793054162
ASV689	Filtered	yes	-0.00759402924134985	0.00510943162848191	16	2	0.159376174019154	0.203055793054162
ASV695	Filtered	yes	-0.00424170480537288	0.0028341151983673	16	2	0.156683533023484	0.203055793054162
ASV704	Filtered	yes	-0.00428272775805783	0.00286799195242975	16	2	0.157554545468761	0.203055793054162
ASV705	Filtered	yes	-0.00425812428898776	0.00288101803565295	16	2	0.161552269687185	0.203055793054162
ASV708	Filtered	yes	-0.00624977884392026	0.00409762541522546	16	2	0.149473476422742	0.203055793054162
ASV712	Filtered	yes	-0.0042738877979028	0.00279811858248891	16	2	0.148931109864201	0.203055793054162
ASV717	Filtered	yes	-0.00607869105085317	0.00410211651766092	16	2	0.160537905826569	0.203055793054162
ASV718	Filtered	yes	-0.00423595217838699	0.00278974655175795	16	2	0.151169017859195	0.203055793054162
ASV719	Filtered	yes	-0.00420120370078156	0.00276096573459175	16	2	0.150360798912682	0.203055793054162
ASV720	Filtered	yes	-0.00421126443678938	0.0027628307598524	16	2	0.149711823291625	0.203055793054162
ASV721	Filtered	yes	-0.00421980226886628	0.00280525528041794	16	2	0.154739508306224	0.203055793054162
